Name,Ticker,Party,Chamber,State,Buy Date,Sell Date
John James,AMZN,Republican,House,MI,2023-11-9,2024-9-3
John James,APD,Republican,House,MI,2024-5-28,2024-9-3
John James,APTV,Republican,House,MI,2023-11-9,2024-9-3
John James,AVGO,Republican,House,MI,2023-11-9,2024-9-3
John James,AVTR,Republican,House,MI,2023-11-9,2024-9-3
John James,AXP,Republican,House,MI,2023-11-9,2024-6-2
John James,AXTA,Republican,House,MI,2023-11-9,2024-5-5
John James,BAC,Republican,House,MI,2023-11-9,2024-9-3
John James,BDX,Republican,House,MI,2023-11-9,2024-9-3
John James,BLK,Republican,House,MI,2023-11-9,2024-9-3
John James,BMY,Republican,House,MI,2023-11-9,2024-1-17
John James,BP,Republican,House,MI,2023-11-15,2024-9-3
John James,CAH,Republican,House,MI,2024-5-1,2024-9-3
John James,CAT,Republican,House,MI,2023-11-9,2024-2-4
John James,CB,Republican,House,MI,2023-11-9,2024-9-3
John James,CCI,Republican,House,MI,2024-5-1,2024-9-3
John James,CIEN,Republican,House,MI,2023-11-9,2024-9-3
John James,CMCSA,Republican,House,MI,2023-11-9,2024-9-3
John James,CME,Republican,House,MI,2023-11-9,2024-9-3
John James,CMI,Republican,House,MI,2023-11-9,2024-9-3
John James,COP,Republican,House,MI,2023-11-9,2024-9-3
John James,CSCO,Republican,House,MI,2023-11-9,2024-9-3
John James,CTSH,Republican,House,MI,2023-11-9,2024-9-3
John James,CTVA,Republican,House,MI,2023-11-9,2024-9-3
John James,CVX,Republican,House,MI,2023-11-9,2024-9-3
John James,DEO,Republican,House,MI,2024-3-4,2024-9-3
John James,DFS,Republican,House,MI,2024-7-17,2024-9-3
John James,DG,Republican,House,MI,2023-11-9,2024-6-2
John James,DLTR,Republican,House,MI,2023-11-9,2024-9-3
John James,EA,Republican,House,MI,2024-2-22,2024-9-3
John James,ELV,Republican,House,MI,2023-11-15,2024-9-3
John James,EOG,Republican,House,MI,2023-11-9,2024-9-3
John James,ETR,Republican,House,MI,2023-11-9,2024-9-3
John James,FNF,Republican,House,MI,2024-5-14,2024-9-3
John James,FOXA,Republican,House,MI,2023-11-9,2023-12-21
John James,FTV,Republican,House,MI,2023-11-9,2024-9-3
John James,GOOGL,Republican,House,MI,2023-11-9,2024-9-3
John James,HD,Republican,House,MI,2023-11-9,2024-9-3
John James,HON,Republican,House,MI,2023-11-9,2024-9-3
John James,HUM,Republican,House,MI,2023-11-9,2024-9-3
John James,IBM,Republican,House,MI,2023-11-9,2024-9-3
John James,ICE,Republican,House,MI,2023-11-9,2024-9-3
John James,ICLR,Republican,House,MI,2024-6-11,2024-9-3
John James,ITW,Republican,House,MI,2023-11-9,2024-9-3
John James,JNJ,Republican,House,MI,2023-11-9,2024-9-3
John James,JPM,Republican,House,MI,2023-11-9,2024-9-3
John James,KLAC,Republican,House,MI,2023-11-9,2024-9-3
John James,KO,Republican,House,MI,2023-11-9,2024-9-3
John James,LH,Republican,House,MI,2023-11-9,2024-3-5
John James,LIN,Republican,House,MI,2023-11-9,2024-9-3
John James,LMT,Republican,House,MI,2023-11-9,2024-9-3
John James,LPLA,Republican,House,MI,2023-11-9,2024-7-17
John James,LRCX,Republican,House,MI,2023-11-9,2024-9-3
John James,MCD,Republican,House,MI,2023-11-9,2024-9-3
John James,MCHP,Republican,House,MI,2023-11-9,2024-9-3
John James,MDLZ,Republican,House,MI,2023-11-9,2024-9-3
John James,MDT,Republican,House,MI,2023-11-9,2024-9-3
John James,META,Republican,House,MI,2023-11-9,2024-9-3
John James,MMC,Republican,House,MI,2023-11-9,2024-9-3
John James,MNST,Republican,House,MI,2023-11-9,2024-6-2
John James,MRK,Republican,House,MI,2023-11-9,2024-9-3
John James,MRVL,Republican,House,MI,2023-11-9,2024-9-3
John James,MS,Republican,House,MI,2023-11-9,2024-9-3
John James,MSFT,Republican,House,MI,2023-11-9,2024-9-3
John James,MU,Republican,House,MI,2023-11-9,2024-9-3
John James,NOC,Republican,House,MI,2023-11-9,2024-9-3
John James,NVDA,Republican,House,MI,2024-2-8,2024-9-3
John James,NVO,Republican,House,MI,2023-11-9,2024-9-3
John James,OTIS,Republican,House,MI,2023-11-9,2024-9-3
John James,PEP,Republican,House,MI,2023-11-9,2024-9-3
John James,PG,Republican,House,MI,2023-11-9,2024-9-3
John James,PGR,Republican,House,MI,2023-11-9,2024-5-1
John James,PH,Republican,House,MI,2023-11-9,2024-9-3
John James,PM,Republican,House,MI,2023-11-9,2024-4-8
John James,PNC,Republican,House,MI,2023-11-9,2024-9-3
John James,PPG,Republican,House,MI,2023-11-9,2024-9-3
John James,RGA,Republican,House,MI,2023-11-9,2024-9-3
John James,ROST,Republican,House,MI,2023-11-9,2024-8-27
John James,SHEL,Republican,House,MI,2023-11-9,2024-9-3
John James,SKX,Republican,House,MI,2023-11-9,2024-9-3
John James,SNY,Republican,House,MI,2023-11-9,2024-9-3
John James,SO,Republican,House,MI,2023-11-9,2024-9-3
John James,SONY,Republican,House,MI,2023-11-9,2024-9-3
John James,T,Republican,House,MI,2023-11-9,2024-9-3
John James,THC,Republican,House,MI,2023-11-9,2024-9-3
John James,TJX,Republican,House,MI,2024-4-24,2024-9-3
John James,TMO,Republican,House,MI,2024-3-5,2024-9-3
John James,TT,Republican,House,MI,2023-11-9,2024-9-3
John James,TXN,Republican,House,MI,2023-11-9,2024-9-3
John James,UBER,Republican,House,MI,2024-8-27,2024-9-3
John James,UL,Republican,House,MI,2023-11-9,2024-5-5
John James,UNH,Republican,House,MI,2023-11-9,2024-9-3
John James,UNP,Republican,House,MI,2023-11-9,2024-9-3
John James,UPS,Republican,House,MI,2023-11-9,2024-8-27
John James,V,Republican,House,MI,2023-11-9,2024-9-3
John James,VEEV,Republican,House,MI,2023-11-9,2024-7-15
John James,VLO,Republican,House,MI,2023-11-9,2024-9-3
John James,VOYA,Republican,House,MI,2023-11-9,2024-7-4
John James,WAB,Republican,House,MI,2024-2-13,2024-9-3
John James,WFC,Republican,House,MI,2023-11-9,2024-9-3
John James,WM,Republican,House,MI,2023-11-9,2024-9-3
John James,WMT,Republican,House,MI,2023-11-9,2024-9-3
John James,XOM,Republican,House,MI,2023-11-9,2024-9-3
John James,ZBRA,Republican,House,MI,2023-11-9,2024-9-3
Jonathan Jackson,ACI,Democrat,House,IL,2023-12-13,2024-7-2
Jonathan Jackson,AES,Democrat,House,IL,2024-7-8,2024-9-18
Jonathan Jackson,AMAT,Democrat,House,IL,2024-3-12,2024-11-26
Jonathan Jackson,BHF,Democrat,House,IL,2023-2-27,2023-4-13
Jonathan Jackson,BP,Democrat,House,IL,2023-5-11,2024-1-7
Jonathan Jackson,CHX,Democrat,House,IL,2023-9-18,2023-11-15
Jonathan Jackson,COP,Democrat,House,IL,2024-4-1,2024-7-4
Jonathan Jackson,CRM,Democrat,House,IL,2023-6-8,2024-7-8
Jonathan Jackson,DE,Democrat,House,IL,2023-1-16,2023-6-22
Jonathan Jackson,EL,Democrat,House,IL,2023-5-1,2023-6-6
Jonathan Jackson,GD,Democrat,House,IL,2024-9-23,2024-12-15
Jonathan Jackson,HON,Democrat,House,IL,2023-4-30,2023-11-15
Jonathan Jackson,HXL,Democrat,House,IL,2024-2-15,2024-4-23
Jonathan Jackson,INTC,Democrat,House,IL,2024-1-7,2024-3-12
Jonathan Jackson,LRCX,Democrat,House,IL,2024-1-18,2024-8-25
Jonathan Jackson,LULU,Democrat,House,IL,2023-10-29,2024-4-1
Jonathan Jackson,REGN,Democrat,House,IL,2023-6-22,2024-11-12
Jonathan Jackson,TECK,Democrat,House,IL,2024-7-8,2024-7-22
Jonathan Jackson,TIMB,Democrat,House,IL,2023-8-30,2024-12-8
Jonathan Jackson,W,Democrat,House,IL,2023-12-14,2024-1-16
Josh Gottheimer,AAPL,Democrat,House,NJ,2023-1-10,2024-6-20
Josh Gottheimer,ABBV,Democrat,House,NJ,2023-3-5,2023-7-26
Josh Gottheimer,ADBE,Democrat,House,NJ,2023-1-30,2024-6-12
Josh Gottheimer,ADP,Democrat,House,NJ,2023-1-10,2023-2-2
Josh Gottheimer,ALGM,Democrat,House,NJ,2023-1-22,2024-9-15
Josh Gottheimer,ALGN,Democrat,House,NJ,2023-1-26,2024-5-19
Josh Gottheimer,ALGT,Democrat,House,NJ,2023-10-15,2024-6-17
Josh Gottheimer,ALNY,Democrat,House,NJ,2024-1-10,2024-1-28
Josh Gottheimer,AMD,Democrat,House,NJ,2023-2-12,2024-8-5
Josh Gottheimer,AMGN,Democrat,House,NJ,2023-4-11,2023-4-30
Josh Gottheimer,ANET,Democrat,House,NJ,2023-10-15,2024-7-28
Josh Gottheimer,APD,Democrat,House,NJ,2024-1-17,2024-8-29
Josh Gottheimer,APPF,Democrat,House,NJ,2023-2-22,2024-6-20
Josh Gottheimer,ARQT,Democrat,House,NJ,2023-4-16,2023-9-14
Josh Gottheimer,AVGO,Democrat,House,NJ,2023-4-30,2024-9-8
Josh Gottheimer,AZTA,Democrat,House,NJ,2023-7-13,2023-9-14
Josh Gottheimer,BABA,Democrat,House,NJ,2024-10-15,2024-12-15
Josh Gottheimer,BAP,Democrat,House,NJ,2023-6-13,2023-12-10
Josh Gottheimer,BKNG,Democrat,House,NJ,2024-2-7,2024-8-1
Josh Gottheimer,BNTX,Democrat,House,NJ,2023-12-4,2024-9-2
Josh Gottheimer,BX,Democrat,House,NJ,2023-1-26,2024-5-19
Josh Gottheimer,CBZ,Democrat,House,NJ,2023-2-22,2024-3-6
Josh Gottheimer,CCI,Democrat,House,NJ,2023-10-15,2024-6-20
Josh Gottheimer,CDRE,Democrat,House,NJ,2024-12-5,2024-12-26
Josh Gottheimer,CELH,Democrat,House,NJ,2023-11-1,2024-9-15
Josh Gottheimer,CHRD,Democrat,House,NJ,2024-1-23,2024-9-15
Josh Gottheimer,COF,Democrat,House,NJ,2023-1-26,2023-5-1
Josh Gottheimer,COP,Democrat,House,NJ,2023-1-10,2024-11-21
Josh Gottheimer,CRM,Democrat,House,NJ,2023-1-12,2024-7-21
Josh Gottheimer,DAVA,Democrat,House,NJ,2023-10-15,2024-6-17
Josh Gottheimer,DE,Democrat,House,NJ,2023-1-10,2024-6-27
Josh Gottheimer,DHI,Democrat,House,NJ,2023-12-10,2024-6-17
Josh Gottheimer,ETN,Democrat,House,NJ,2023-8-24,2024-9-15
Josh Gottheimer,ETSY,Democrat,House,NJ,2023-1-10,2023-5-7
Josh Gottheimer,EXAS,Democrat,House,NJ,2023-1-19,2024-5-9
Josh Gottheimer,FCX,Democrat,House,NJ,2023-1-10,2024-9-23
Josh Gottheimer,FIS,Democrat,House,NJ,2023-1-10,2024-6-20
Josh Gottheimer,FOXF,Democrat,House,NJ,2023-10-15,2024-3-13
Josh Gottheimer,FSLR,Democrat,House,NJ,2023-10-15,2024-1-31
Josh Gottheimer,GMAB,Democrat,House,NJ,2023-10-15,2024-6-17
Josh Gottheimer,GOOGL,Democrat,House,NJ,2023-1-19,2024-9-15
Josh Gottheimer,GTLS,Democrat,House,NJ,2023-7-13,2023-12-10
Josh Gottheimer,GWW,Democrat,House,NJ,2023-10-29,2024-12-11
Josh Gottheimer,HDB,Democrat,House,NJ,2023-10-26,2024-6-20
Josh Gottheimer,HELE,Democrat,House,NJ,2024-1-10,2024-7-11
Josh Gottheimer,HLN,Democrat,House,NJ,2023-3-30,2024-6-20
Josh Gottheimer,HUBS,Democrat,House,NJ,2023-1-26,2024-6-30
Josh Gottheimer,IART,Democrat,House,NJ,2023-10-15,2024-6-17
Josh Gottheimer,IBM,Democrat,House,NJ,2023-1-10,2023-1-30
Josh Gottheimer,INTU,Democrat,House,NJ,2023-2-26,2024-6-30
Josh Gottheimer,ISRG,Democrat,House,NJ,2023-4-30,2024-12-22
Josh Gottheimer,JBL,Democrat,House,NJ,2023-10-8,2024-8-1
Josh Gottheimer,KO,Democrat,House,NJ,2024-8-1,2024-12-15
Josh Gottheimer,LLY,Democrat,House,NJ,2023-1-10,2024-6-30
Josh Gottheimer,LRCX,Democrat,House,NJ,2023-2-13,2024-9-22
Josh Gottheimer,MA,Democrat,House,NJ,2023-1-11,2024-6-30
Josh Gottheimer,MDB,Democrat,House,NJ,2023-2-12,2024-2-7
Josh Gottheimer,MELI,Democrat,House,NJ,2023-1-16,2024-6-20
Josh Gottheimer,META,Democrat,House,NJ,2023-1-26,2024-9-24
Josh Gottheimer,MFC,Democrat,House,NJ,2023-5-14,2024-6-20
Josh Gottheimer,MNST,Democrat,House,NJ,2023-1-10,2024-5-19
Josh Gottheimer,MRNA,Democrat,House,NJ,2023-3-30,2024-1-31
Josh Gottheimer,MS,Democrat,House,NJ,2023-3-5,2024-1-31
Josh Gottheimer,MSFT,Democrat,House,NJ,2023-1-3,2024-9-11
Josh Gottheimer,NFLX,Democrat,House,NJ,2023-1-10,2024-6-30
Josh Gottheimer,NOC,Democrat,House,NJ,2023-12-28,2024-6-17
Josh Gottheimer,NSC,Democrat,House,NJ,2023-8-23,2024-8-29
Josh Gottheimer,NVDA,Democrat,House,NJ,2023-2-20,2024-2-7
Josh Gottheimer,OCFC,Democrat,House,NJ,2024-1-10,2024-3-13
Josh Gottheimer,ON,Democrat,House,NJ,2023-10-15,2024-1-24
Josh Gottheimer,ORCL,Democrat,House,NJ,2023-1-10,2024-8-1
Josh Gottheimer,PANW,Democrat,House,NJ,2023-11-27,2024-2-20
Josh Gottheimer,PYCR,Democrat,House,NJ,2024-1-10,2024-6-13
Josh Gottheimer,PYPL,Democrat,House,NJ,2023-2-2,2023-5-11
Josh Gottheimer,REGN,Democrat,House,NJ,2023-7-10,2024-6-30
Josh Gottheimer,ROK,Democrat,House,NJ,2023-1-11,2023-6-21
Josh Gottheimer,SAP,Democrat,House,NJ,2023-7-18,2024-9-5
Josh Gottheimer,SBUX,Democrat,House,NJ,2023-10-15,2024-6-17
Josh Gottheimer,SCHW,Democrat,House,NJ,2023-1-17,2024-6-20
Josh Gottheimer,SHLS,Democrat,House,NJ,2023-10-15,2024-6-17
Josh Gottheimer,SHOP,Democrat,House,NJ,2023-1-16,2024-7-31
Josh Gottheimer,SNAP,Democrat,House,NJ,2023-1-30,2023-4-25
Josh Gottheimer,SONY,Democrat,House,NJ,2023-12-5,2024-6-17
Josh Gottheimer,SRPT,Democrat,House,NJ,2023-3-5,2023-6-12
Josh Gottheimer,SWTX,Democrat,House,NJ,2024-5-8,2024-6-17
Josh Gottheimer,TDG,Democrat,House,NJ,2023-5-15,2024-3-12
Josh Gottheimer,TSLA,Democrat,House,NJ,2023-1-26,2024-8-27
Josh Gottheimer,TSM,Democrat,House,NJ,2023-3-8,2024-9-22
Josh Gottheimer,TTD,Democrat,House,NJ,2023-2-20,2024-1-31
Josh Gottheimer,TXN,Democrat,House,NJ,2023-7-16,2024-8-29
Josh Gottheimer,UBER,Democrat,House,NJ,2023-2-12,2024-7-31
Josh Gottheimer,USPH,Democrat,House,NJ,2023-5-23,2024-9-15
Josh Gottheimer,VBTX,Democrat,House,NJ,2023-4-16,2023-9-17
Josh Gottheimer,VIAV,Democrat,House,NJ,2023-10-15,2024-6-17
Josh Gottheimer,WDAY,Democrat,House,NJ,2023-1-22,2024-4-28
Kathy Manning,AAPL,Democrat,House,NC,2023-4-27,2024-1-22
Kathy Manning,ABT,Democrat,House,NC,2023-4-27,2024-1-22
Kathy Manning,ACN,Democrat,House,NC,2023-4-27,2024-7-1
Kathy Manning,AON,Democrat,House,NC,2023-4-27,2024-7-1
Kathy Manning,CB,Democrat,House,NC,2024-1-22,2024-7-1
Kathy Manning,CFG,Democrat,House,NC,2023-4-27,2023-12-11
Kathy Manning,CME,Democrat,House,NC,2024-1-22,2024-7-1
Kathy Manning,INTU,Democrat,House,NC,2023-4-27,2024-7-1
Kathy Manning,LMT,Democrat,House,NC,2024-1-22,2024-7-1
Kathy Manning,LRCX,Democrat,House,NC,2023-4-27,2024-1-22
Kathy Manning,MDT,Democrat,House,NC,2023-4-27,2024-7-1
Kathy Manning,NKE,Democrat,House,NC,2024-1-22,2024-7-1
Kathy Manning,NVDA,Democrat,House,NC,2023-4-27,2024-7-1
Kathy Manning,PFE,Democrat,House,NC,2023-4-27,2024-8-8
Kathy Manning,PKG,Democrat,House,NC,2023-4-27,2024-1-22
Kathy Manning,PYPL,Democrat,House,NC,2023-4-27,2023-12-11
Kathy Manning,QCOM,Democrat,House,NC,2023-4-27,2024-1-22
Kathy Manning,WMT,Democrat,House,NC,2024-1-22,2024-7-1
Kevin Hern,AGCO,Republican,House,OK,2024-6-19,2024-12-30
Kevin Hern,DVN,Republican,House,OK,2023-12-28,2024-12-30
Kevin Hern,INTC,Republican,House,OK,2023-2-28,2024-12-30
Kevin Hern,JNJ,Republican,House,OK,2023-12-4,2024-12-30
Kevin Hern,JPM,Republican,House,OK,2023-1-30,2023-1-30
Lois Frankel,ABBV,Democrat,House,FL,2023-8-29,2023-9-7
Lois Frankel,ACN,Democrat,House,FL,2023-1-10,2023-9-7
Lois Frankel,ADSK,Democrat,House,FL,2023-1-30,2023-9-7
Lois Frankel,ARE,Democrat,House,FL,2023-5-15,2023-9-7
Lois Frankel,AXP,Democrat,House,FL,2023-3-28,2023-9-7
Lois Frankel,BIO,Democrat,House,FL,2023-6-27,2023-9-7
Lois Frankel,BSX,Democrat,House,FL,2023-5-29,2023-9-7
Lois Frankel,CI,Democrat,House,FL,2023-4-4,2023-9-7
Lois Frankel,COP,Democrat,House,FL,2023-3-21,2023-9-7
Lois Frankel,CRL,Democrat,House,FL,2023-4-24,2023-9-7
Lois Frankel,DD,Democrat,House,FL,2023-6-27,2023-9-7
Lois Frankel,DEO,Democrat,House,FL,2023-1-3,2023-9-7
Lois Frankel,DUK,Democrat,House,FL,2023-7-12,2023-9-7
Lois Frankel,ES,Democrat,House,FL,2023-6-1,2023-9-7
Lois Frankel,GD,Democrat,House,FL,2023-5-23,2023-9-7
Lois Frankel,IFF,Democrat,House,FL,2023-2-16,2023-8-8
Lois Frankel,JCI,Democrat,House,FL,2023-1-10,2023-9-5
Lois Frankel,JNJ,Democrat,House,FL,2023-2-7,2023-9-7
Lois Frankel,JPM,Democrat,House,FL,2023-3-1,2023-9-7
Lois Frankel,KVUE,Democrat,House,FL,2023-8-1,2023-9-7
Lois Frankel,LAMR,Democrat,House,FL,2023-2-16,2023-9-7
Lois Frankel,LKQ,Democrat,House,FL,2023-7-13,2023-9-7
Lois Frankel,LNT,Democrat,House,FL,2023-1-30,2023-9-7
Lois Frankel,NSA,Democrat,House,FL,2023-5-15,2023-9-7
Lois Frankel,NSC,Democrat,House,FL,2023-6-27,2023-9-7
Lois Frankel,PCAR,Democrat,House,FL,2023-9-5,2023-9-7
Lois Frankel,PFE,Democrat,House,FL,2023-1-31,2023-9-7
Lois Frankel,PLD,Democrat,House,FL,2023-5-2,2023-9-7
Lois Frankel,PNC,Democrat,House,FL,2023-4-18,2023-9-7
Lois Frankel,SHW,Democrat,House,FL,2023-1-10,2023-9-7
Lois Frankel,TEL,Democrat,House,FL,2023-2-22,2023-9-7
Lois Frankel,TGT,Democrat,House,FL,2023-6-13,2023-9-7
Lois Frankel,WRB,Democrat,House,FL,2023-4-30,2023-9-7
Maria Elvira Salazar,CIVI,Republican,House,FL,2023-3-12,2024-4-7
Maria Elvira Salazar,NFE,Republican,House,FL,2023-10-23,2024-4-30
Mark Green,NGL,Republican,House,TN,2023-3-23,2024-9-29
Markwayne Mullin,ABT,Republican,Senate,OK,2023-10-2,2024-12-10
Markwayne Mullin,AXON,Republican,Senate,OK,2024-1-3,2024-12-17
Markwayne Mullin,BMI,Republican,Senate,OK,2024-1-3,2024-12-17
Markwayne Mullin,CMCSA,Republican,Senate,OK,2023-10-2,2024-6-11
Markwayne Mullin,CYBR,Republican,Senate,OK,2024-1-3,2024-12-17
Markwayne Mullin,ELF,Republican,Senate,OK,2024-1-3,2024-12-17
Markwayne Mullin,ETN,Republican,Senate,OK,2024-1-3,2024-12-17
Markwayne Mullin,EW,Republican,Senate,OK,2023-10-2,2024-8-19
Markwayne Mullin,FRPT,Republican,Senate,OK,2024-1-3,2024-12-17
Markwayne Mullin,GS,Republican,Senate,OK,2023-10-2,2024-12-17
Markwayne Mullin,LRN,Republican,Senate,OK,2024-7-29,2024-12-17
Markwayne Mullin,NKE,Republican,Senate,OK,2023-10-2,2024-6-11
Markwayne Mullin,OLLI,Republican,Senate,OK,2024-1-3,2024-12-17
Markwayne Mullin,PEP,Republican,Senate,OK,2023-10-2,2024-12-10
Markwayne Mullin,SBUX,Republican,Senate,OK,2023-10-2,2024-8-19
Markwayne Mullin,SFM,Republican,Senate,OK,2024-1-3,2024-12-17
Markwayne Mullin,ZTS,Republican,Senate,OK,2023-10-2,2024-4-2
Michael Burgess,AAP,Republican,House,TX,2023-2-23,2023-2-23
Michael Burgess,ABBV,Republican,House,TX,2023-7-5,2024-4-9
Michael Burgess,AMD,Republican,House,TX,2023-8-8,2024-1-1
Michael Burgess,AMGN,Republican,House,TX,2023-4-4,2024-1-1
Michael Burgess,AMZN,Republican,House,TX,2023-7-5,2023-8-13
Michael Burgess,BBY,Republican,House,TX,2023-8-21,2024-2-25
Michael Burgess,BX,Republican,House,TX,2023-12-7,2024-1-11
Michael Burgess,CC,Republican,House,TX,2023-7-5,2023-7-5
Michael Burgess,CI,Republican,House,TX,2023-2-23,2023-7-20
Michael Burgess,CME,Republican,House,TX,2023-8-8,2023-12-5
Michael Burgess,GOOGL,Republican,House,TX,2023-7-5,2023-8-13
Michael Burgess,ILMN,Republican,House,TX,2024-1-1,2024-9-2
Michael Burgess,MSFT,Republican,House,TX,2023-2-23,2023-9-14
Michael Burgess,PANW,Republican,House,TX,2023-12-7,2024-2-8
Michael Burgess,PSX,Republican,House,TX,2023-4-4,2023-7-20
Michael Burgess,RY,Republican,House,TX,2023-8-8,2024-7-24
Michael Burgess,SYK,Republican,House,TX,2023-2-23,2023-3-16
Michael Burgess,UPS,Republican,House,TX,2023-12-13,2024-7-21
Michael Burgess,VLO,Republican,House,TX,2023-12-7,2024-1-11
Michael Burgess,XOM,Republican,House,TX,2024-1-1,2024-3-10
Michael McCaul,AA,Republican,House,TX,2024-4-18,2024-8-25
Michael McCaul,AAPL,Republican,House,TX,2024-5-16,2024-8-7
Michael McCaul,ABT,Republican,House,TX,2024-11-3,2024-11-18
Michael McCaul,ACN,Republican,House,TX,2023-2-5,2024-5-12
Michael McCaul,ADBE,Republican,House,TX,2023-3-26,2024-8-25
Michael McCaul,ADP,Republican,House,TX,2023-3-26,2024-5-9
Michael McCaul,ADSK,Republican,House,TX,2023-1-16,2024-8-25
Michael McCaul,AER,Republican,House,TX,2023-9-19,2024-8-25
Michael McCaul,AIG,Republican,House,TX,2024-8-18,2024-9-18
Michael McCaul,AIT,Republican,House,TX,2023-10-31,2024-8-26
Michael McCaul,ALL,Republican,House,TX,2023-8-7,2024-11-19
Michael McCaul,ALLY,Republican,House,TX,2024-4-2,2024-4-2
Michael McCaul,AMD,Republican,House,TX,2024-1-25,2024-8-25
Michael McCaul,AMZN,Republican,House,TX,2023-1-31,2024-8-27
Michael McCaul,ANET,Republican,House,TX,2023-10-31,2024-8-25
Michael McCaul,AON,Republican,House,TX,2024-1-17,2024-8-25
Michael McCaul,ARW,Republican,House,TX,2023-10-31,2024-8-25
Michael McCaul,ATKR,Republican,House,TX,2024-3-14,2024-8-25
