Name,Ticker,Party,Chamber,State,Buy Date,Sell Date
Ro Khanna,KMX,Democrat,House,CA,2023-10-19,2024-7-10
Ro Khanna,KO,Democrat,House,CA,2023-1-8,2024-2-12
Ro Khanna,KR,Democrat,House,CA,2023-2-9,2024-8-1
Ro Khanna,KRC,Democrat,House,CA,2023-1-8,2023-6-25
Ro Khanna,KVUE,Democrat,House,CA,2023-8-28,2024-8-4
Ro Khanna,L,Democrat,House,CA,2023-3-13,2024-8-1
Ro Khanna,LBRDA,Democrat,House,CA,2023-3-13,2023-4-9
Ro Khanna,LCID,Democrat,House,CA,2023-1-10,2023-4-24
Ro Khanna,LEA,Democrat,House,CA,2023-2-15,2024-10-8
Ro Khanna,LH,Democrat,House,CA,2023-1-10,2024-3-19
Ro Khanna,LII,Democrat,House,CA,2024-6-19,2024-10-22
Ro Khanna,LIN,Democrat,House,CA,2023-10-1,2024-9-17
Ro Khanna,LKQ,Democrat,House,CA,2023-11-2,2024-8-4
Ro Khanna,LLY,Democrat,House,CA,2023-10-1,2024-6-6
Ro Khanna,LNC,Democrat,House,CA,2023-2-13,2024-8-1
Ro Khanna,LOW,Democrat,House,CA,2023-10-9,2024-5-28
Ro Khanna,LRCX,Democrat,House,CA,2023-5-22,2024-8-4
Ro Khanna,LULU,Democrat,House,CA,2023-10-30,2024-9-8
Ro Khanna,LUMN,Democrat,House,CA,2023-4-16,2023-5-22
Ro Khanna,LUV,Democrat,House,CA,2023-10-30,2024-8-4
Ro Khanna,LVS,Democrat,House,CA,2024-2-12,2024-8-1
Ro Khanna,LW,Democrat,House,CA,2023-6-25,2024-8-1
Ro Khanna,LYB,Democrat,House,CA,2023-1-8,2024-8-4
Ro Khanna,LYV,Democrat,House,CA,2023-5-22,2024-6-30
Ro Khanna,MA,Democrat,House,CA,2023-3-13,2024-9-8
Ro Khanna,MAA,Democrat,House,CA,2023-11-2,2024-11-14
Ro Khanna,MAS,Democrat,House,CA,2023-10-9,2024-5-28
Ro Khanna,MCD,Democrat,House,CA,2023-1-10,2024-5-28
Ro Khanna,MCHP,Democrat,House,CA,2023-1-8,2024-8-1
Ro Khanna,MCK,Democrat,House,CA,2023-1-10,2024-7-1
Ro Khanna,MCO,Democrat,House,CA,2023-10-1,2024-11-14
Ro Khanna,MDLZ,Democrat,House,CA,2023-10-1,2024-8-1
Ro Khanna,MDT,Democrat,House,CA,2023-1-10,2024-4-25
Ro Khanna,MELI,Democrat,House,CA,2023-1-8,2024-2-12
Ro Khanna,MET,Democrat,House,CA,2023-10-30,2024-5-28
Ro Khanna,META,Democrat,House,CA,2023-2-13,2024-9-8
Ro Khanna,MGM,Democrat,House,CA,2023-11-2,2024-8-4
Ro Khanna,MHK,Democrat,House,CA,2023-11-2,2024-7-25
Ro Khanna,MKC,Democrat,House,CA,2023-2-13,2024-7-1
Ro Khanna,MKTX,Democrat,House,CA,2024-4-25,2024-7-1
Ro Khanna,MMC,Democrat,House,CA,2023-10-30,2024-4-24
Ro Khanna,MMM,Democrat,House,CA,2023-11-2,2024-2-12
Ro Khanna,MNST,Democrat,House,CA,2023-10-1,2024-9-8
Ro Khanna,MO,Democrat,House,CA,2023-10-1,2024-10-13
Ro Khanna,MODG,Democrat,House,CA,2023-10-1,2024-3-19
Ro Khanna,MOH,Democrat,House,CA,2023-1-10,2024-9-8
Ro Khanna,MOS,Democrat,House,CA,2023-3-13,2024-1-9
Ro Khanna,MPLX,Democrat,House,CA,2023-4-19,2023-6-27
Ro Khanna,MPWR,Democrat,House,CA,2023-1-8,2024-3-24
Ro Khanna,MRK,Democrat,House,CA,2023-1-10,2024-9-8
Ro Khanna,MRNA,Democrat,House,CA,2023-11-2,2024-9-8
Ro Khanna,MRVL,Democrat,House,CA,2023-1-4,2024-11-20
Ro Khanna,MS,Democrat,House,CA,2023-11-2,2024-8-4
Ro Khanna,MSCI,Democrat,House,CA,2023-1-8,2024-6-30
Ro Khanna,MSFT,Democrat,House,CA,2023-1-8,2024-9-8
Ro Khanna,MTB,Democrat,House,CA,2023-1-8,2024-4-25
Ro Khanna,MTCH,Democrat,House,CA,2023-4-24,2023-5-3
Ro Khanna,MTD,Democrat,House,CA,2023-1-8,2024-11-14
Ro Khanna,MU,Democrat,House,CA,2023-1-10,2024-9-8
Ro Khanna,MUFG,Democrat,House,CA,2023-7-4,2024-4-15
Ro Khanna,NCLH,Democrat,House,CA,2023-4-24,2024-5-28
Ro Khanna,NDAQ,Democrat,House,CA,2023-6-25,2024-7-1
Ro Khanna,NDSN,Democrat,House,CA,2023-8-2,2024-5-28
Ro Khanna,NEE,Democrat,House,CA,2023-3-2,2023-5-4
Ro Khanna,NEM,Democrat,House,CA,2023-10-1,2024-7-1
Ro Khanna,NFLX,Democrat,House,CA,2023-10-30,2024-4-15
Ro Khanna,NGG,Democrat,House,CA,2023-2-9,2024-2-8
Ro Khanna,NKE,Democrat,House,CA,2023-1-5,2024-9-8
Ro Khanna,NOW,Democrat,House,CA,2023-1-10,2024-5-27
Ro Khanna,NSC,Democrat,House,CA,2023-10-1,2024-6-30
Ro Khanna,NTAP,Democrat,House,CA,2023-10-30,2024-9-8
Ro Khanna,NTR,Democrat,House,CA,2023-6-21,2024-4-15
Ro Khanna,NTRS,Democrat,House,CA,2023-10-30,2024-11-14
Ro Khanna,NUE,Democrat,House,CA,2024-7-1,2024-8-4
Ro Khanna,NVDA,Democrat,House,CA,2023-1-8,2024-9-8
Ro Khanna,NVO,Democrat,House,CA,2023-2-9,2024-7-11
Ro Khanna,NVR,Democrat,House,CA,2023-9-12,2024-9-12
Ro Khanna,NXPI,Democrat,House,CA,2023-4-19,2024-9-8
Ro Khanna,ODFL,Democrat,House,CA,2023-10-9,2024-8-1
Ro Khanna,OLPX,Democrat,House,CA,2023-4-9,2023-5-18
Ro Khanna,OMC,Democrat,House,CA,2023-10-30,2024-11-11
Ro Khanna,ON,Democrat,House,CA,2024-1-9,2024-9-8
Ro Khanna,ORCL,Democrat,House,CA,2023-10-1,2024-9-8
Ro Khanna,ORLY,Democrat,House,CA,2023-10-9,2024-11-11
Ro Khanna,PANW,Democrat,House,CA,2023-11-2,2024-9-8
Ro Khanna,PARA,Democrat,House,CA,2023-11-2,2024-8-1
Ro Khanna,PAYC,Democrat,House,CA,2023-1-8,2024-8-1
Ro Khanna,PAYX,Democrat,House,CA,2023-10-1,2024-6-30
Ro Khanna,PCAR,Democrat,House,CA,2023-10-1,2024-9-8
Ro Khanna,PENN,Democrat,House,CA,2024-2-1,2024-6-20
Ro Khanna,PEP,Democrat,House,CA,2023-1-10,2024-9-8
Ro Khanna,PFE,Democrat,House,CA,2023-1-10,2024-4-25
Ro Khanna,PFG,Democrat,House,CA,2023-10-9,2024-8-4
Ro Khanna,PG,Democrat,House,CA,2023-2-2,2024-3-19
Ro Khanna,PGR,Democrat,House,CA,2023-6-25,2024-7-1
Ro Khanna,PH,Democrat,House,CA,2023-10-19,2024-8-1
Ro Khanna,PLD,Democrat,House,CA,2023-1-8,2024-4-25
Ro Khanna,PM,Democrat,House,CA,2023-10-1,2024-4-22
Ro Khanna,PNC,Democrat,House,CA,2023-3-23,2024-9-8
Ro Khanna,PODD,Democrat,House,CA,2023-10-30,2024-11-14
Ro Khanna,POOL,Democrat,House,CA,2023-11-2,2024-7-1
Ro Khanna,PPG,Democrat,House,CA,2023-1-8,2024-7-1
Ro Khanna,PRU,Democrat,House,CA,2023-10-30,2024-8-4
Ro Khanna,PTC,Democrat,House,CA,2024-8-1,2024-9-8
Ro Khanna,PYPL,Democrat,House,CA,2023-11-2,2024-7-1
Ro Khanna,QCOM,Democrat,House,CA,2023-10-1,2024-9-8
Ro Khanna,QRVO,Democrat,House,CA,2024-5-28,2024-11-14
Ro Khanna,RCL,Democrat,House,CA,2023-4-24,2024-2-12
Ro Khanna,REG,Democrat,House,CA,2024-4-25,2024-5-28
Ro Khanna,REGN,Democrat,House,CA,2023-11-2,2024-8-1
Ro Khanna,RF,Democrat,House,CA,2023-10-9,2024-2-6
Ro Khanna,RHI,Democrat,House,CA,2023-11-2,2024-4-25
Ro Khanna,RJF,Democrat,House,CA,2023-10-30,2024-5-28
Ro Khanna,RMD,Democrat,House,CA,2023-10-1,2024-11-11
Ro Khanna,ROK,Democrat,House,CA,2023-10-9,2024-8-4
Ro Khanna,ROL,Democrat,House,CA,2023-10-1,2024-10-13
Ro Khanna,ROP,Democrat,House,CA,2023-5-3,2024-8-1
Ro Khanna,ROST,Democrat,House,CA,2023-10-1,2024-6-6
Ro Khanna,RSG,Democrat,House,CA,2023-10-1,2024-5-28
Ro Khanna,RY,Democrat,House,CA,2023-4-16,2023-6-27
Ro Khanna,SBAC,Democrat,House,CA,2023-10-8,2024-8-4
Ro Khanna,SBUX,Democrat,House,CA,2023-10-16,2024-9-8
Ro Khanna,SCHW,Democrat,House,CA,2023-10-9,2024-8-4
Ro Khanna,SEDG,Democrat,House,CA,2023-5-22,2023-6-25
Ro Khanna,SEE,Democrat,House,CA,2023-11-2,2024-4-25
Ro Khanna,SHW,Democrat,House,CA,2023-1-10,2024-7-1
Ro Khanna,SJM,Democrat,House,CA,2023-10-30,2024-5-27
Ro Khanna,SLG,Democrat,House,CA,2023-3-13,2023-5-18
Ro Khanna,SMFG,Democrat,House,CA,2023-2-9,2023-10-12
Ro Khanna,SNA,Democrat,House,CA,2023-10-9,2024-2-12
Ro Khanna,SNPS,Democrat,House,CA,2024-1-9,2024-9-8
Ro Khanna,SNV,Democrat,House,CA,2023-3-13,2023-5-18
Ro Khanna,SNY,Democrat,House,CA,2023-10-12,2024-4-11
Ro Khanna,SO,Democrat,House,CA,2023-4-20,2023-6-27
Ro Khanna,SPG,Democrat,House,CA,2023-4-19,2024-8-1
Ro Khanna,SPGI,Democrat,House,CA,2023-5-22,2024-4-22
Ro Khanna,SRE,Democrat,House,CA,2023-4-20,2023-5-30
Ro Khanna,SSNC,Democrat,House,CA,2023-9-12,2024-11-25
Ro Khanna,ST,Democrat,House,CA,2023-1-2,2023-7-18
Ro Khanna,STE,Democrat,House,CA,2023-10-1,2024-4-25
Ro Khanna,STLD,Democrat,House,CA,2024-6-19,2024-8-4
Ro Khanna,STT,Democrat,House,CA,2023-10-9,2024-7-1
Ro Khanna,STZ,Democrat,House,CA,2023-2-9,2024-8-4
Ro Khanna,SWK,Democrat,House,CA,2023-4-24,2024-5-28
Ro Khanna,SWKS,Democrat,House,CA,2024-5-28,2024-11-14
Ro Khanna,SYK,Democrat,House,CA,2023-10-16,2024-9-12
Ro Khanna,SYY,Democrat,House,CA,2023-10-1,2024-7-1
Ro Khanna,T,Democrat,House,CA,2023-10-1,2024-10-13
Ro Khanna,TAP,Democrat,House,CA,2023-2-9,2024-8-4
Ro Khanna,TD,Democrat,House,CA,2023-4-16,2024-4-15
Ro Khanna,TDOC,Democrat,House,CA,2023-1-10,2023-6-25
Ro Khanna,TDY,Democrat,House,CA,2023-11-2,2024-11-14
Ro Khanna,TEAM,Democrat,House,CA,2023-1-8,2024-2-12
Ro Khanna,TECH,Democrat,House,CA,2023-10-1,2024-6-30
Ro Khanna,TEL,Democrat,House,CA,2023-10-1,2024-9-8
Ro Khanna,TER,Democrat,House,CA,2023-5-22,2024-8-4
Ro Khanna,TFX,Democrat,House,CA,2023-8-28,2024-11-14
Ro Khanna,TGT,Democrat,House,CA,2023-1-10,2024-11-14
Ro Khanna,TJX,Democrat,House,CA,2023-10-30,2024-1-9
Ro Khanna,TMO,Democrat,House,CA,2023-1-8,2024-9-8
Ro Khanna,TMUS,Democrat,House,CA,2023-10-1,2024-10-13
Ro Khanna,TPR,Democrat,House,CA,2023-11-2,2024-8-1
Ro Khanna,TRMB,Democrat,House,CA,2023-1-8,2023-3-13
Ro Khanna,TROW,Democrat,House,CA,2023-10-1,2024-9-8
Ro Khanna,TRU,Democrat,House,CA,2023-3-23,2023-11-2
Ro Khanna,TRV,Democrat,House,CA,2023-10-9,2024-5-28
Ro Khanna,TSCO,Democrat,House,CA,2023-10-30,2024-11-14
Ro Khanna,TSLA,Democrat,House,CA,2023-1-8,2024-8-1
Ro Khanna,TSM,Democrat,House,CA,2023-2-9,2024-3-7
Ro Khanna,TSN,Democrat,House,CA,2023-1-10,2023-5-22
Ro Khanna,TT,Democrat,House,CA,2023-10-1,2024-11-20
Ro Khanna,TTWO,Democrat,House,CA,2023-2-9,2024-8-4
Ro Khanna,TXN,Democrat,House,CA,2023-10-19,2024-4-22
Ro Khanna,TYL,Democrat,House,CA,2023-3-13,2023-4-9
Ro Khanna,UAL,Democrat,House,CA,2023-11-2,2024-5-27
Ro Khanna,UBER,Democrat,House,CA,2023-7-16,2024-8-4
Ro Khanna,UBS,Democrat,House,CA,2023-2-9,2023-9-5
Ro Khanna,UHS,Democrat,House,CA,2023-1-10,2023-3-23
Ro Khanna,UL,Democrat,House,CA,2023-10-12,2024-2-8
Ro Khanna,ULTA,Democrat,House,CA,2023-10-1,2024-8-1
Ro Khanna,UNH,Democrat,House,CA,2023-1-19,2024-7-1
Ro Khanna,UNP,Democrat,House,CA,2023-10-1,2024-11-11
Ro Khanna,UPS,Democrat,House,CA,2023-11-2,2024-8-4
Ro Khanna,URI,Democrat,House,CA,2023-10-1,2024-6-30
Ro Khanna,USB,Democrat,House,CA,2023-1-10,2024-8-1
Ro Khanna,V,Democrat,House,CA,2023-10-1,2024-7-1
Ro Khanna,VEEV,Democrat,House,CA,2023-1-10,2023-5-22
Ro Khanna,VFC,Democrat,House,CA,2023-4-24,2024-4-25
Ro Khanna,VICI,Democrat,House,CA,2023-10-9,2024-7-1
Ro Khanna,VLTO,Democrat,House,CA,2023-10-16,2023-11-2
Ro Khanna,VMC,Democrat,House,CA,2023-11-2,2024-6-30
Ro Khanna,VNO,Democrat,House,CA,2023-2-9,2024-4-25
Ro Khanna,VOD,Democrat,House,CA,2023-2-9,2024-2-8
Ro Khanna,VRSK,Democrat,House,CA,2023-5-22,2024-5-28
Ro Khanna,VRSN,Democrat,House,CA,2023-11-2,2024-9-8
Ro Khanna,VRTX,Democrat,House,CA,2023-1-10,2024-8-1
Ro Khanna,VTR,Democrat,House,CA,2023-3-13,2024-4-25
Ro Khanna,VTRS,Democrat,House,CA,2023-2-9,2024-7-1
Ro Khanna,WAB,Democrat,House,CA,2024-4-25,2024-7-1
Ro Khanna,WAT,Democrat,House,CA,2023-10-1,2024-9-8
Ro Khanna,WBA,Democrat,House,CA,2023-10-9,2024-9-8
Ro Khanna,WBD,Democrat,House,CA,2023-11-2,2024-9-8
Ro Khanna,WBS,Democrat,House,CA,2023-3-13,2023-4-9
Ro Khanna,WDC,Democrat,House,CA,2023-1-8,2024-7-1
Ro Khanna,WELL,Democrat,House,CA,2023-1-10,2024-2-12
Ro Khanna,WFC,Democrat,House,CA,2023-10-19,2024-4-25
Ro Khanna,WHR,Democrat,House,CA,2023-11-2,2024-3-24
Ro Khanna,WM,Democrat,House,CA,2023-1-10,2024-4-25
Ro Khanna,WMT,Democrat,House,CA,2023-10-30,2024-4-22
Ro Khanna,WRB,Democrat,House,CA,2023-5-22,2024-5-28
Ro Khanna,WST,Democrat,House,CA,2023-1-8,2024-9-8
Ro Khanna,WTW,Democrat,House,CA,2023-9-5,2024-10-10
Ro Khanna,WY,Democrat,House,CA,2023-10-30,2024-5-28
Ro Khanna,XEL,Democrat,House,CA,2023-6-20,2024-8-19
Ro Khanna,XRAY,Democrat,House,CA,2023-10-1,2023-11-2
Ro Khanna,XYL,Democrat,House,CA,2023-10-1,2024-11-11
Ro Khanna,YUM,Democrat,House,CA,2023-10-9,2024-11-11
Ro Khanna,ZBH,Democrat,House,CA,2023-10-1,2024-8-4
Ro Khanna,ZBRA,Democrat,House,CA,2023-11-2,2024-11-14
Ro Khanna,ZION,Democrat,House,CA,2023-1-8,2024-5-28
Ro Khanna,ZTS,Democrat,House,CA,2023-1-8,2024-3-24
Rob Wittman,JPM,Republican,House,VA,2023-5-29,2023-9-27
Roger Williams,PFE,Republican,House,TX,2024-2-29,2024-3-3
Scott Franklin,COST,Republican,House,FL,2023-4-18,2024-8-5
Scott Franklin,SBUX,Republican,House,FL,2024-8-1,2024-8-13
Sheldon Whitehouse,CELH,Democrat,Senate,RI,2023-11-7,2024-10-7
Sheldon Whitehouse,KVUE,Democrat,Senate,RI,2023-9-19,2024-11-17
Sheldon Whitehouse,NVS,Democrat,Senate,RI,2023-9-19,2024-4-8
Sheldon Whitehouse,SNOW,Democrat,Senate,RI,2023-12-13,2024-8-14
Sheldon Whitehouse,TSLA,Democrat,Senate,RI,2023-9-19,2024-10-27
Shelley Moore Capito,AAPL,Republican,Senate,WV,2023-6-13,2024-9-19
Shelley Moore Capito,ACN,Republican,Senate,WV,2023-9-21,2024-9-19
Shelley Moore Capito,NKE,Republican,Senate,WV,2023-6-13,2024-9-19
Shelley Moore Capito,SPGI,Republican,Senate,WV,2023-11-30,2024-4-8
Shelley Moore Capito,UNH,Republican,Senate,WV,2023-9-21,2024-12-19
Thomas Kean Jr,NKE,Republican,House,NJ,2024-2-21,2024-9-10
Tom Carper,AGX,Democrat,Senate,DE,2023-2-20,2023-12-10
Tom Carper,ATKR,Democrat,Senate,DE,2023-1-10,2024-5-8
Tom Carper,BAH,Democrat,Senate,DE,2023-5-21,2023-8-14
Tom Carper,EQNR,Democrat,Senate,DE,2023-1-10,2024-2-15
Tom Carper,FNF,Democrat,Senate,DE,2023-7-9,2023-12-10
Tom Carper,INOD,Democrat,Senate,DE,2023-8-28,2024-3-20
Tom Carper,MOS,Democrat,Senate,DE,2023-2-20,2024-3-27
Tom Carper,NTLA,Democrat,Senate,DE,2023-5-21,2023-8-24
Tom Carper,SBUX,Democrat,Senate,DE,2023-12-10,2024-5-8
Tom Carper,SOFI,Democrat,Senate,DE,2023-8-9,2024-3-20
Tom Carper,UBS,Democrat,Senate,DE,2023-1-12,2024-7-17
Tom Carper,VLO,Democrat,Senate,DE,2023-12-10,2024-4-10
Tommy Tuberville,AAPL,Republican,Senate,AL,2024-1-9,2024-8-25
Tommy Tuberville,ABBV,Republican,Senate,AL,2023-10-16,2024-1-18
Tommy Tuberville,ADSK,Republican,Senate,AL,2023-4-2,2024-1-18
Tommy Tuberville,AMAT,Republican,Senate,AL,2023-10-16,2024-3-7
Tommy Tuberville,AON,Republican,Senate,AL,2023-10-16,2024-1-21
Tommy Tuberville,APH,Republican,Senate,AL,2023-4-2,2024-1-18
Tommy Tuberville,AVGO,Republican,Senate,AL,2023-4-2,2024-4-2
Tommy Tuberville,BMY,Republican,Senate,AL,2023-10-16,2024-4-2
Tommy Tuberville,BRO,Republican,Senate,AL,2024-4-4,2024-5-2
Tommy Tuberville,CBSH,Republican,Senate,AL,2023-4-2,2024-5-2
Tommy Tuberville,CFG,Republican,Senate,AL,2023-5-7,2024-1-18
Tommy Tuberville,CLF,Republican,Senate,AL,2023-1-17,2024-5-9
Tommy Tuberville,CRUS,Republican,Senate,AL,2023-4-2,2023-10-15
Tommy Tuberville,CVX,Republican,Senate,AL,2023-12-12,2024-4-29
Tommy Tuberville,DECK,Republican,Senate,AL,2024-4-4,2024-5-2
Tommy Tuberville,DIOD,Republican,Senate,AL,2023-4-2,2023-10-15
Tommy Tuberville,F,Republican,Senate,AL,2023-4-25,2023-8-13
Tommy Tuberville,FGBI,Republican,Senate,AL,2023-5-7,2023-11-20
Tommy Tuberville,FITB,Republican,Senate,AL,2023-5-7,2024-5-6
Tommy Tuberville,FTNT,Republican,Senate,AL,2023-10-16,2024-4-2
Tommy Tuberville,GGG,Republican,Senate,AL,2023-10-16,2024-5-2
Tommy Tuberville,GILD,Republican,Senate,AL,2024-4-4,2024-5-7
Tommy Tuberville,GNTX,Republican,Senate,AL,2023-4-2,2024-1-18
Tommy Tuberville,GOGL,Republican,Senate,AL,2024-2-26,2024-4-29
Tommy Tuberville,GOLD,Republican,Senate,AL,2023-1-22,2024-5-6
Tommy Tuberville,GRMN,Republican,Senate,AL,2023-4-2,2024-5-2
Tommy Tuberville,GSK,Republican,Senate,AL,2023-4-2,2023-10-15
Tommy Tuberville,HUMA,Republican,Senate,AL,2023-7-24,2024-5-2
Tommy Tuberville,IDXX,Republican,Senate,AL,2023-4-2,2024-1-21
Tommy Tuberville,INTC,Republican,Senate,AL,2023-8-17,2024-5-9
Tommy Tuberville,ITW,Republican,Senate,AL,2023-10-16,2024-5-2
Tommy Tuberville,JKHY,Republican,Senate,AL,2024-4-4,2024-5-2
Tommy Tuberville,KEY,Republican,Senate,AL,2023-11-20,2024-4-29
Tommy Tuberville,KMB,Republican,Senate,AL,2023-3-9,2024-10-28
Tommy Tuberville,KO,Republican,Senate,AL,2023-10-16,2023-10-16
Tommy Tuberville,LSCC,Republican,Senate,AL,2024-4-28,2024-5-6
Tommy Tuberville,LULU,Republican,Senate,AL,2024-4-4,2024-5-2
Tommy Tuberville,MCHP,Republican,Senate,AL,2023-10-16,2024-4-2
Tommy Tuberville,MCO,Republican,Senate,AL,2023-10-16,2024-5-2
Tommy Tuberville,META,Republican,Senate,AL,2023-10-16,2024-1-21
Tommy Tuberville,MMC,Republican,Senate,AL,2023-10-16,2024-1-21
Tommy Tuberville,MMM,Republican,Senate,AL,2023-10-16,2024-4-28
Tommy Tuberville,MNST,Republican,Senate,AL,2023-10-16,2024-1-21
Tommy Tuberville,MPWR,Republican,Senate,AL,2023-10-16,2024-5-2
Tommy Tuberville,MSI,Republican,Senate,AL,2024-4-4,2024-5-2
Tommy Tuberville,NDSN,Republican,Senate,AL,2023-4-2,2024-5-2
Tommy Tuberville,NFLX,Republican,Senate,AL,2024-4-4,2024-5-2
Tommy Tuberville,NSC,Republican,Senate,AL,2023-4-2,2023-10-15
Tommy Tuberville,NTES,Republican,Senate,AL,2024-4-4,2024-4-17
Tommy Tuberville,NU,Republican,Senate,AL,2023-5-7,2023-10-10
Tommy Tuberville,NVDA,Republican,Senate,AL,2023-4-2,2024-4-29
Tommy Tuberville,NXPI,Republican,Senate,AL,2023-10-16,2024-5-2
Tommy Tuberville,ODFL,Republican,Senate,AL,2024-4-4,2024-5-2
Tommy Tuberville,OXY,Republican,Senate,AL,2023-5-21,2024-4-29
Tommy Tuberville,PAC,Republican,Senate,AL,2024-4-4,2024-4-28
Tommy Tuberville,PAM,Republican,Senate,AL,2023-4-2,2024-1-18
Tommy Tuberville,PARA,Republican,Senate,AL,2023-12-25,2024-5-9
Tommy Tuberville,PFE,Republican,Senate,AL,2023-6-11,2024-5-2
Tommy Tuberville,PG,Republican,Senate,AL,2024-1-18,2024-5-2
Tommy Tuberville,PHM,Republican,Senate,AL,2023-10-16,2024-4-3
Tommy Tuberville,PYPL,Republican,Senate,AL,2023-5-10,2024-5-2
Tommy Tuberville,QCOM,Republican,Senate,AL,2023-5-31,2024-3-12
Tommy Tuberville,QLYS,Republican,Senate,AL,2024-4-4,2024-5-2
Tommy Tuberville,QSR,Republican,Senate,AL,2023-4-2,2024-4-3
Tommy Tuberville,REGN,Republican,Senate,AL,2023-4-2,2024-4-3
Tommy Tuberville,RF,Republican,Senate,AL,2023-5-7,2023-12-25
Tommy Tuberville,RMD,Republican,Senate,AL,2023-10-16,2024-5-2
Tommy Tuberville,ROK,Republican,Senate,AL,2023-10-16,2024-4-3
Tommy Tuberville,RRC,Republican,Senate,AL,2023-4-2,2023-10-15
Tommy Tuberville,SBLK,Republican,Senate,AL,2024-2-26,2024-4-29
Tommy Tuberville,SCCO,Republican,Senate,AL,2023-10-16,2024-1-21
Tommy Tuberville,SKY,Republican,Senate,AL,2023-4-2,2023-10-15
Tommy Tuberville,SNPS,Republican,Senate,AL,2024-4-4,2024-5-2
Tommy Tuberville,SSBK,Republican,Senate,AL,2024-2-26,2024-4-29
Tommy Tuberville,SSD,Republican,Senate,AL,2023-4-2,2024-4-3
Tommy Tuberville,SWKS,Republican,Senate,AL,2024-4-28,2024-5-7
Tommy Tuberville,TEL,Republican,Senate,AL,2024-4-4,2024-5-2
Tommy Tuberville,TXN,Republican,Senate,AL,2023-10-10,2024-3-11
Tommy Tuberville,UAA,Republican,Senate,AL,2023-1-12,2023-12-18
Tommy Tuberville,V,Republican,Senate,AL,2023-5-23,2024-5-2
Tommy Tuberville,WBA,Republican,Senate,AL,2023-5-7,2024-4-29
Tommy Tuberville,WMS,Republican,Senate,AL,2023-10-16,2024-5-6
Tommy Tuberville,WU,Republican,Senate,AL,2023-10-16,2024-4-3
Tommy Tuberville,X,Republican,Senate,AL,2023-1-4,2023-6-7
Tommy Tuberville,XP,Republican,Senate,AL,2023-4-2,2024-1-18
Victoria Spartz,SPG,Republican,House,IN,2023-1-9,2024-9-19
Virginia Foxx,ARLP,Republican,House,NC,2023-11-14,2024-12-5
Virginia Foxx,ASC,Republican,House,NC,2024-2-14,2024-12-5
Virginia Foxx,BCC,Republican,House,NC,2023-2-23,2023-3-6
Virginia Foxx,CRT,Republican,House,NC,2023-10-1,2024-1-16
Virginia Foxx,DUK,Republican,House,NC,2023-12-18,2024-2-27
Virginia Foxx,ET,Republican,House,NC,2024-1-15,2024-12-5
Virginia Foxx,FLNG,Republican,House,NC,2023-1-3,2024-12-5
Virginia Foxx,MO,Republican,House,NC,2023-1-16,2024-1-9
Virginia Foxx,PAA,Republican,House,NC,2023-3-23,2023-10-2
Virginia Foxx,T,Republican,House,NC,2023-1-31,2024-12-5
Virginia Foxx,TAK,Republican,House,NC,2023-2-15,2023-8-28
